Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	ACH-000082	ACH-000364	ACH-002067	ACH-002834	ACH-002471	ACH-001526	ACH-001715	ACH-002690	ACH-000410	
Amplification Peak 18 - CN values	7q11.21 	chr7:63503772-63581769(probes 130516:130525)    	chr7:63504771-63578770(probes 130517:130524)    	chr7:63504771-63663773(probes 130517:130529)    	0.0029917	   0.010828		Actual Copy Change Given	0.34627	-0.046923	1.65	3.3568	3.6569	3.6569	-0.12199	-0.67898	3.5643	
Amplification Peak 19 - CN values	8p23.1  	chr8:12324314-12538311(probes 141186:141207)    	chr8:12328313-12537312(probes 141187:141206)    	chr8:12328313-12565740(probes 141187:141211)    	0.056813	   0.056813		Actual Copy Change Given	3.6569	-0.12984	-0.37442	2.0318	0.53133	2.5396	2.5018	-0.55446	0.23247	
Amplification Peak 20 - CN values	8p11.1  	chr8:43752060-43916034(probes 144394:144414)    	chr8:43758059-43906058(probes 144395:144413)    	chr8:43746059-46001469(probes 144392:144626)    	5.1782e-07	 5.1782e-07		Actual Copy Change Given	3.6569	3.3361	2.4713	3.6569	2.3069	3.6569	3.6569	-0.5156	3.6569	
Amplification Peak 21 - CN values	8q21.2  	chr8:85652021-85838671(probes 148719:148730)    	chr8:85661935-85828934(probes 148720:148729)    	chr8:85661935-85858144(probes 148720:148732)    	0.0028436	  0.0028436		Actual Copy Change Given	3.6569	0.74611	0.36479	3.6569	3.6569	3.6569	0.6531	-0.40248	3.6569	
Amplification Peak 22 - CN values	8q24.22 	chr8:134939384-134971651(probes 153821:153825)	chr8:134948717-134961716(probes 153822:153824)	chr8:132870072-136541066(probes 153596:153991)	0.014663	   0.014663		Actual Copy Change Given	3.6569	2.2558	1.9393	-0.078629	1.4197	1.826	2.5861	-0.53602	3.603	
Amplification Peak 23 - CN values	9p11.2  	chr9:39856985-40867734(probes 158775:158862)    	chr9:39866235-40858234(probes 158776:158861)    	chr9:39150235-40886734(probes 158747:158864)    	0.0065966	   0.011377		Actual Copy Change Given	3.6569	1.2682	2.6586	2.001	1.8926	1.4599	1.0184	0.047445	1.1413	
Amplification Peak 24 - CN values	9p11.2  	chr9:41608764-41647233(probes 158942:158947)    	chr9:41618235-41646234(probes 158943:158946)    	chr9:41445235-41701567(probes 158925:158958)    	1.4116e-06	 1.9715e-06		Actual Copy Change Given	3.6569	1.7652	3.6569	2.5205	2.1053	3.6569	1.4167	0.047445	3.6569	
Amplification Peak 25 - CN values	9q11    	chr9:43170236-43216233(probes 159118:159126)    	chr9:43179235-43215234(probes 159119:159125)    	chr9:42578235-60582235(probes 159069:160867)    	2.9642e-08	 1.6603e-06		Actual Copy Change Given	3.6569	3.6569	3.0663	0.27718	3.6569	3.6569	3.6569	0.047445	3.6569	
Amplification Peak 26 - CN values	9q13    	chr9:61360333-61599508(probes 160947:160953)    	chr9:61370309-61591308(probes 160948:160952)    	chr9:61370309-61676291(probes 160948:160961)    	9.3177e-05	   0.018516		Actual Copy Change Given	3.6569	0.37274	3.6569	0.27718	3.6569	-0.40577	3.6569	0.047445	3.6569	
Amplification Peak 27 - CN values	9q21.11 	chr9:65069666-65383308(probes 161222:161225)    	chr9:65079309-65376308(probes 161223:161224)    	chr9:64846309-65555245(probes 161204:161248)    	0.0013684	  0.0031493		Actual Copy Change Given	2.0837	3.6569	1.468	1.7356	1.0891	3.6569	0.33566	0.047445	2.6949	
Amplification Peak 28 - CN values	9q21.11 	chr9:66797310-66844307(probes 161376:161386)    	chr9:66798309-66843308(probes 161377:161385)    	chr9:66797309-66890308(probes 161375:161392)    	0.013294	   0.029306		Actual Copy Change Given	3.6569	3.6569	1.468	-0.19319	3.6569	-0.43397	0.33566	0.047445	1.5999	
Amplification Peak 29 - CN values	10p11.1 	chr10:38486313-38615310(probes 172549:172564)  	chr10:38488312-38614311(probes 172550:172563)  	chr10:38484312-38625193(probes 172546:172566)  	4.7521e-10	 1.4646e-09		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	2.9595	1.2897	3.6569	
Amplification Peak 30 - CN values	10p11.1 	chr10:38783313-38930223(probes 172585:172601)  	chr10:38784312-38920311(probes 172586:172600)  	chr10:38783312-38950046(probes 172584:172603)  	4.7521e-10	 2.9642e-08		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	2.5895	1.2897	3.6569	
Amplification Peak 31 - CN values	10p11.1 	chr10:39273313-39344310(probes 172640:172649)  	chr10:39274312-39341311(probes 172641:172648)  	chr10:39257312-42136180(probes 172636:172741)  	1.5062e-06	   0.018555		Actual Copy Change Given	2.515	3.6569	1.086	3.6569	1.809	3.6569	0.93668	1.2897	3.6569	
Amplification Peak 32 - CN values	10p11.1 	chr10:39528313-39569310(probes 172680:172688)  	chr10:39529312-39568311(probes 172681:172687)  	chr10:39257312-42136180(probes 172636:172741)  	9.5696e-08	   0.018179		Actual Copy Change Given	3.6569	3.6569	1.086	3.6569	3.6569	3.6569	-0.98874	1.2897	3.6569	
Amplification Peak 33 - CN values	10q11.21	chr10:41842273-42093271(probes 172710:172728)  	chr10:41843272-42086271(probes 172711:172727)  	chr10:39257312-42136180(probes 172636:172741)  	2.955e-11	 2.8758e-09		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	2.8182	3.6569	
Amplification Peak 34 - CN values	11p11.12	chr11:50578198-50683196(probes 187150:187162)  	chr11:50587198-50682197(probes 187151:187161)  	chr11:50444198-54577410(probes 187130:187554)  	2.7797e-07	  0.0002113		Actual Copy Change Given	3.6569	3.6569	2.281	3.6569	0.60736	1.8651	3.6569	0.21799	3.6569	
Amplification Peak 35 - CN values	11q11   	chr11:54959826-55022824(probes 187607:187615)  	chr11:54960825-55013824(probes 187608:187614)  	chr11:54864825-55076967(probes 187587:187627)  	2.8758e-09	  1.686e-06		Actual Copy Change Given	3.6569	3.6569	2.8626	3.6569	3.6569	3.3609	2.9609	0.15784	3.6569	
Amplification Peak 36 - CN values	11q11   	chr11:55197326-55215823(probes 187644:187647)  	chr11:55204825-55214824(probes 187645:187646)  	chr11:55183825-55245132(probes 187640:187651)  	4.6237e-06	   0.038191		Actual Copy Change Given	3.6569	1.9675	0.79026	1.9337	1.9065	3.6569	3.6569	0.15784	3.168	
Amplification Peak 37 - CN values	11q11   	chr11:55596826-55608823(probes 187690:187693)  	chr11:55597825-55598824(probes 187691:187692)  	chr11:55596825-55720538(probes 187689:187720)  	3.1821e-09	 3.5988e-07		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	0.15784	1.3277	
Amplification Peak 38 - CN values	12p11.1 	chr12:34543904-34587901(probes 199447:199455)  	chr12:34544903-34584902(probes 199448:199454)  	chr12:34420903-34615502(probes 199429:199459)  	5.9322e-07	 0.00037382		Actual Copy Change Given	2.0043	3.6569	1.5638	3.6569	3.6569	3.6569	2.8382	-0.55805	3.6569	
Amplification Peak 39 - CN values	12q11   	chr12:34691904-37407001(probes 199472:199738)  	chr12:34695903-37406002(probes 199473:199737)  	chr12:34679903-37439212(probes 199468:199746)  	2.9376e-09	 4.1211e-07		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	0.15524	3.6569	
Amplification Peak 40 - CN values	12q11   	chr12:37618004-37626001(probes 199770:199773)  	chr12:37623003-37625002(probes 199771:199772)  	chr12:37597003-38044287(probes 199766:199821)  	3.8033e-06	 8.1325e-05		Actual Copy Change Given	3.6569	3.6569	1.1652	3.6569	3.3108	3.6569	2.3177	0.15524	1.4733	
Amplification Peak 41 - CN values	15q11.2 	chr15:23163006-23191003(probes 228615:228619)  	chr15:23164005-23189004(probes 228616:228618)  	chr15:23164005-23373803(probes 228616:228640)  	2.0112e-08	 2.0112e-08		Actual Copy Change Given	0.2806	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	0.026497	3.6569	
Amplification Peak 42 - CN values	15q26.3 	chr15:97305235-101991189(probes 235927:236408)	chr15:98507227-99215001(probes 236055:236126)  	chr15:97315172-101991189(probes 235928:236408)	0.021188	   0.021188		Actual Copy Change Given	3.6569	0.13718	2.197	1.9921	1.0633	0.39513	0.70107	1.5323	1.7746	
Amplification Peak 43 - CN values	16p11.2 	chr16:34571221-34772218(probes 239876:239908)  	chr16:34572220-34771219(probes 239877:239907)  	chr16:34278220-34788819(probes 239875:239914)  	8.3126e-10	 8.3126e-10		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	2.7042	3.6569	3.6569	-0.46455	3.6569	
Amplification Peak 44 - CN values	16p11.1 	chr16:35988221-36043552(probes 240052:240059)  	chr16:35990220-36034219(probes 240053:240058)  	chr16:35929220-46423418(probes 240040:240294)  	2.4598e-09	 2.4598e-09		Actual Copy Change Given	3.6569	3.6569	3.2641	3.6569	3.6569	3.6569	2.3494	-0.46455	3.6569	
Amplification Peak 45 - CN values	17p13.1 	chr17:8486465-8939886(probes 245573:245620)      	chr17:8496205-8930204(probes 245574:245619)      	chr17:8262453-9791765(probes 245549:245713)      	0.0028436	    0.02223		Actual Copy Change Given	3.2529	-0.72504	0.81739	3.4771	3.3934	3.6569	-0.02956	0.053365	-0.19368	
Amplification Peak 46 - CN values	17p11.2 	chr17:21958313-21987310(probes 246880:246884)  	chr17:21968312-21985311(probes 246881:246883)  	chr17:21845312-22052422(probes 246827:246890)  	2.9642e-08	  2.785e-07		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	1.1869	1.2169	-0.40673	
Amplification Peak 47 - CN values	17q11.1 	chr17:26775916-26950514(probes 246991:247010)  	chr17:26776915-26940914(probes 246992:247009)  	chr17:26775915-26969714(probes 246990:247012)  	4.2386e-10	 4.7521e-10		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	-0.65348	3.6569	
Amplification Peak 48 - CN values	17q12   	chr17:36163693-36271690(probes 247951:247959)  	chr17:36169692-36270691(probes 247952:247958)  	chr17:36163692-36417691(probes 247950:247965)  	4.2386e-10	 4.2386e-10		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	-0.65348	3.6569	
Amplification Peak 49 - CN values	17q24.3 	chr17:56246652-80949236(probes 249852:252369)  	chr17:71022960-71108959(probes 251370:251379)  	chr17:71022960-71138530(probes 251370:251382)  	0.15679	    0.15679		Actual Copy Change Given	-0.048449	1.3207	0.035539	3.6569	0.70482	-0.17281	1.595	0.91484	2.1192	
Amplification Peak 50 - CN values	18p11.1 	chr18:15374793-20580188(probes 254076:254601)  	chr18:15384686-15792127(probes 254077:254118)  	chr18:15384686-20940955(probes 254077:254640)  	2.4134e-08	 2.4134e-08		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	0.14598	3.1691	
Amplification Peak 51 - CN values	19p12   	chr19:20412035-20544980(probes 262424:262439)  	chr19:20413034-20535033(probes 262425:262438)  	chr19:20413034-20564874(probes 262425:262441)  	0.024992	   0.047436		Actual Copy Change Given	0.99748	-0.3505	0.56709	2.3356	2.28	2.6891	1.1397	0.52486	1.697	
Amplification Peak 52 - CN values	19q11   	chr19:27549825-27577533(probes 263132:263135)  	chr19:27558625-27567624(probes 263133:263134)  	chr19:24329554-29326789(probes 262830:263329)  	1.2144e-10	 1.9749e-10		Actual Copy Change Given	3.6569	2.2865	3.6569	3.6569	3.6569	3.6569	2.7582	3.6569	3.6569	
Amplification Peak 53 - CN values	20p11.1 	chr20:26325066-26601704(probes 269018:269047)  	chr20:26327065-26596705(probes 269019:269046)  	chr20:26291065-26611685(probes 269007:269049)  	2.9642e-08	  2.183e-07		Actual Copy Change Given	3.6569	3.6569	2.4674	2.8688	3.6569	2.8254	3.6569	0.22709	3.6569	
Amplification Peak 54 - CN values	20q11.1 	chr20:28763959-28869224(probes 269261:269275)  	chr20:28771625-28859624(probes 269262:269274)  	chr20:28748625-29023374(probes 269258:269288)  	7.369e-05	  0.0012965		Actual Copy Change Given	3.6569	1.3244	1.5813	3.6569	0.91638	3.6569	1.7288	0.22709	3.6569	
Amplification Peak 55 - CN values	20q11.1 	chr20:29888420-30138097(probes 269463:269474)  	chr20:29893419-30137098(probes 269464:269473)  	chr20:29888419-30141097(probes 269462:269476)  	0.030509	    0.13038		Actual Copy Change Given	2.6038	2.8302	0.9722	-1.2929	0.33165	3.6569	0.20758	0.22709	3.6569	
Amplification Peak 56 - CN values	20q11.21	chr20:31047099-31177097(probes 269606:269620)  	chr20:31057099-31171098(probes 269607:269619)  	chr20:30994099-31254772(probes 269596:269634)  	3.9374e-09	 1.6181e-08		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	0.144	3.6569	
Amplification Peak 57 - CN values	21p12   	chr21:5245501-6376950(probes 273099:273110)      	chr21:5255001-6367000(probes 273100:273109)      	chr21:5255001-6396850(probes 273100:273112)      	4.2386e-10	 4.2386e-10		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	0.4192	3.6569	
Amplification Peak 58 - CN values	21p11.2 	chr21:7324002-7959999(probes 273146:273158)      	chr21:7325001-7958000(probes 273147:273157)      	chr21:7324001-7976999(probes 273145:273166)      	6.1942e-08	 6.1942e-08		Actual Copy Change Given	3.6569	1.4425	3.6569	3.6569	3.6569	3.6569	1.3055	-0.71447	2.5451	
Amplification Peak 59 - CN values	21p11.2 	chr21:9007501-9042999(probes 273268:273274)      	chr21:9017001-9042000(probes 273269:273273)      	chr21:9017001-9097000(probes 273269:273278)      	0.096893	   0.096893		Actual Copy Change Given	1.0655	-0.18074	1.4754	3.6569	0.15528	-0.48456	3.5157	-1.2929	0.4712	
Amplification Peak 60 - CN values	21p11.2 	chr21:9788064-9847500(probes 273325:273330)      	chr21:9798001-9838000(probes 273326:273329)      	chr21:9638001-9866500(probes 273309:273332)      	0.093412	   0.093412		Actual Copy Change Given	1.8557	0.4095	0.95173	3.6569	1.8568	1.2661	0.38114	0.61698	0.0009389	
Amplification Peak 61 - CN values	21p11.2 	chr21:10653002-10736999(probes 273434:273444)  	chr21:10654001-10732000(probes 273435:273443)  	chr21:10654001-13027557(probes 273435:273470)  	1.4814e-08	 1.4814e-08		Actual Copy Change Given	3.6569	2.6902	3.6569	3.6569	3.0092	3.6569	2.0505	0.61698	2.9259	
Amplification Peak 62 - CN values	22p11.2 	chr22:1-10718000(probes 276914:276927)         	chr22:1-10708000(probes 276914:276926)         	chr22:1-10728000(probes 276914:276929)         	0.0057927	  0.0094368		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	0.2508	-1.2929	-1.2929	-1.2929	3.6569	
Amplification Peak 63 - CN values	22p11.2 	chr22:11701335-12029999(probes 277026:277071)  	chr22:11787001-11932000(probes 277029:277046)  	chr22:11711001-12030999(probes 277027:277073)  	0.0020938	   0.003229		Actual Copy Change Given	1.0544	3.6569	3.6569	3.6569	0.2508	-1.2929	3.6569	-1.2929	3.6569	
Amplification Peak 64 - CN values	22p11.2 	chr22:12415002-12538000(probes 277121:277135)  	chr22:12416001-12530000(probes 277122:277134)  	chr22:12416001-12553999(probes 277122:277137)  	0.06761	    0.06761		Actual Copy Change Given	1.1353	1.2267	1.4623	3.6569	3.1657	0.40289	0.59725	-0.28636	3.6569	
Amplification Peak 65 - CN values	22q11.1 	chr22:16022069-16072067(probes 277263:277269)  	chr22:16032069-16064068(probes 277264:277268)  	chr22:15940069-16103278(probes 277252:277275)  	1.86e-05	   1.86e-05		Actual Copy Change Given	3.6569	2.0864	0.48577	3.1884	1.2567	3.6569	3.6569	-0.14008	2.0983	
Deletion Peak 1 - CN values	8p23.3  	chr8:1-752208(probes 140194:140204)               	chr8:1-747209(probes 140194:140203)               	chr8:1-753208(probes 140194:140206)               	0.24677	  0.24677		Actual Copy Change Given	-1.2929	-1.2929	-0.45057	-0.71967	0.01107	-0.77938	-0.29229	-1.2929	-1.2929	
Deletion Peak 2 - CN values	9p11.1  	chr9:42292236-42325233(probes 159026:159032)  	chr9:42293235-42324234(probes 159027:159031)  	chr9:42292235-42335234(probes 159025:159034)  	0.047752	 0.047752		Actual Copy Change Given	-1.1983	-1.2638	-0.90515	-1.2929	-1.2929	-1.0955	-1.2929	0.047445	-1.0448	
Deletion Peak 3 - CN values	9q13    	chr9:64365310-64462808(probes 161172:161180)  	chr9:64366309-64453308(probes 161173:161179)  	chr9:64366309-64475308(probes 161173:161182)  	0.12124	  0.12124		Actual Copy Change Given	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-0.62778	-1.2929	0.047445	-1.2437	
Deletion Peak 4 - CN values	10q11.22	chr10:47573957-47648455(probes 173304:173314)	chr10:47582457-47646456(probes 173305:173313)	chr10:47582457-47691455(probes 173305:173332)	0.047752	 0.047752		Actual Copy Change Given	-1.2929	-1.2929	-1.1839	-1.2929	-1.2929	-1.2929	-0.97245	-0.54995	-1.2929	
Deletion Peak 5 - CN values	15q11.2 	chr15:20002006-22377003(probes 228335:228551)	chr15:20003005-21537004(probes 228336:228472)	chr15:19999005-22560003(probes 228334:228553)	0.047752	 0.047752		Actual Copy Change Given	-1.2929	-1.2929	-1.2929	-1.2929	-1.0507	-1.2929	-1.2929	-0.36877	-1.2929	
Deletion Peak 6 - CN values	16p11.1 	chr16:35220363-35525218(probes 239962:239994)	chr16:35230220-35523219(probes 239963:239993)	chr16:35230220-35535048(probes 239963:239996)	0.099442	 0.099442		Actual Copy Change Given	-1.2929	-0.86898	-0.61595	-1.2366	-1.2929	-1.0533	-1.0872	-0.46455	-0.87454	
Deletion Peak 7 - CN values	22p11.2 	chr22:11973002-12287400(probes 277070:277103)	chr22:11976001-12278000(probes 277071:277102)	chr22:11976001-12306200(probes 277071:277105)	0.1353	   0.1353		Actual Copy Change Given	-1.2929	-1.2929	-1.1975	-1.2929	-1.2929	-1.2929	-1.2221	-0.28636	-1.2929	
